Time,Reading 
20:32:34,4.23
20:32:35,4.23
20:32:36,4.24
20:32:37,4.23
20:32:38,4.24
20:32:39,4.23
20:32:40,4.23
20:32:41,4.23
20:32:42,4.23
20:32:43,4.24
20:32:44,4.23
20:32:45,4.24
20:32:46,4.24
20:32:47,4.23
20:32:48,4.23
20:32:49,4.23
20:32:50,4.23
20:32:51,4.23
20:32:52,4.24
20:32:53,4.24
20:32:54,4.23
20:32:55,4.23
20:32:56,4.23
20:32:57,4.23
20:32:58,4.24
20:32:59,4.23
20:33:00,4.23
20:33:01,4.24
20:33:02,4.24
20:33:03,4.24
20:33:04,4.24
20:33:05,4.23
20:33:06,4.23
20:33:07,4.23
20:33:08,4.23
20:33:09,4.23
20:33:10,4.23
20:33:11,4.23
20:33:12,4.23
20:33:13,4.23
20:33:14,4.23
20:33:15,4.24
20:33:16,4.23
20:33:17,4.23
20:33:18,4.24
20:33:19,4.24
20:33:20,4.23
20:33:21,4.23
20:33:22,4.23
20:33:23,4.23
20:33:24,4.23
20:33:25,4.24
20:33:26,4.24
20:33:27,4.24
20:33:28,4.23
20:33:29,4.23
20:33:30,4.23
20:33:31,4.24
20:33:32,4.23
20:33:33,4.23
20:33:34,4.24
20:33:35,4.23
20:33:36,4.24
20:33:37,4.23
20:33:38,4.23
20:33:39,4.23
20:33:40,4.23
20:33:41,4.23
20:33:42,4.23
20:33:43,4.23
20:33:44,4.23
20:33:45,4.23
20:33:46,4.24
20:33:47,4.23
20:33:48,4.23
20:33:49,4.23
20:33:50,4.23
20:33:51,4.23
20:33:52,4.23
20:33:53,4.23
20:33:54,4.23
20:33:55,4.23
20:33:56,4.24
20:33:57,4.23
20:33:58,4.23
20:33:59,4.23
20:34:00,4.24
20:34:01,4.24
20:34:02,4.23
20:34:03,4.23
20:34:04,4.23
20:34:05,4.24
20:34:06,4.24
20:34:07,4.24
20:34:08,4.23
20:34:09,4.23
20:34:10,4.23
20:34:11,4.23
20:34:12,4.23
20:34:13,4.23
20:34:14,4.24
20:34:15,4.23
20:34:16,4.24
20:34:17,4.23
20:34:18,4.24
20:34:19,4.24
20:34:20,4.23
20:34:21,4.23
20:34:22,4.23
20:34:23,4.23
20:34:24,4.23
20:34:25,4.23
20:34:26,4.23
20:34:27,4.23
20:34:28,4.24
20:34:29,4.23
20:34:30,4.24
20:34:31,4.23
20:34:32,4.24
20:34:33,4.23
20:34:34,4.24
20:34:35,4.24
20:34:36,4.23
20:34:37,4.23
20:34:38,4.23
20:34:39,4.24
20:34:40,4.23
20:34:41,4.23
20:34:42,4.24
20:34:43,4.23
20:34:44,4.23
20:34:45,4.23
20:34:46,4.23
20:34:47,4.23
20:34:48,4.23
20:34:56,4.23
20:34:56,4.23
20:34:56,4.24
20:34:56,4.23
20:34:56,4.23
20:34:56,4.23
20:34:56,4.23
20:34:56,4.23
20:34:57,4.24
20:34:58,4.24
20:34:59,4.24
20:35:00,4.23
20:35:01,4.23
20:35:02,4.23
20:35:03,4.23
20:35:04,4.24
20:35:05,4.24
20:35:06,4.23
20:35:07,4.24
20:35:08,4.24
20:35:09,4.24
20:35:10,4.23
20:35:11,4.23
20:35:12,4.23
20:35:13,4.24
20:35:14,4.23
20:35:15,4.23
20:35:16,4.23
20:35:17,4.23
20:35:18,4.23
20:35:19,4.24
20:35:20,4.24
20:35:21,4.23
20:35:22,4.23
20:35:23,4.23
20:35:24,4.23
20:35:25,4.23
20:35:26,4.23
20:35:27,4.23
20:35:28,4.23
20:35:29,4.23
20:35:30,4.24
20:35:31,4.23
20:35:32,4.24
20:35:33,4.23
20:35:34,4.23
20:35:35,4.24
20:35:36,4.23
20:35:37,4.23
20:35:38,4.24
20:35:39,4.23
20:35:40,4.23
20:35:41,4.24
20:35:42,4.23
20:35:43,4.24
20:35:44,4.23
20:35:45,4.24
20:35:46,4.23
20:35:47,4.23
20:35:48,4.24
20:35:49,4.23
20:35:50,4.23
20:35:51,4.23
20:35:52,4.23
20:35:53,4.23
20:35:54,4.23
20:35:55,4.23
20:35:56,4.24
20:35:57,4.23
20:35:58,4.23
20:35:59,4.23
20:36:00,4.23
20:36:01,4.24
20:36:02,4.23
20:36:03,4.24
20:36:04,4.23
20:36:05,4.23
20:36:06,4.23
20:36:07,4.23
20:36:08,4.24
20:36:09,4.23
20:36:10,4.23
20:36:11,4.24
20:36:12,4.23
20:36:13,4.23
20:36:14,4.23
20:36:15,4.24
20:36:16,4.24
20:36:17,4.23
20:36:18,4.23
20:36:19,4.24
20:36:20,4.23
20:36:21,4.23
20:36:22,4.23
20:36:23,4.23
20:36:24,4.24
20:36:25,4.23
20:36:26,4.23
20:36:27,4.24
20:36:28,4.23
20:36:29,4.23
20:36:30,4.24
20:36:31,4.23
20:36:32,4.23
20:36:33,4.24
20:36:34,4.24
20:36:35,4.24
20:36:36,4.23
20:36:37,4.23
20:36:38,4.23
20:36:39,4.23
20:36:40,4.23
20:36:41,4.24
20:36:42,4.23
20:36:43,4.23
20:36:44,4.23
20:36:45,4.23
20:36:46,4.23
20:36:47,4.23
20:36:48,4.23
20:36:49,4.23
20:36:50,4.23
20:36:51,4.23
20:36:52,4.23
20:36:53,4.23
20:36:54,4.23
20:36:55,4.23
20:36:56,4.23
20:36:57,4.23
20:36:58,4.23
20:36:59,4.23
20:37:00,4.24
20:37:01,4.24
20:37:02,4.24
20:37:03,4.23
20:37:04,4.23
20:37:05,4.23
20:37:06,4.23
20:37:07,4.23
20:37:08,4.23
20:37:09,4.23
20:37:10,4.23
20:37:11,4.24
20:37:12,4.23
20:37:13,4.23
20:37:14,4.23
20:37:15,4.24
20:37:16,4.23
20:37:17,4.23
20:37:18,4.23
20:37:19,4.23
20:37:20,4.24
20:37:21,4.23
20:37:22,4.23
20:37:23,4.23
20:37:24,4.23
20:37:25,4.23
20:37:26,4.23
20:37:27,4.23
20:37:28,4.23
20:37:29,4.23
20:37:30,4.24
20:37:31,4.23
20:37:32,4.23
20:37:33,4.23
20:37:34,4.23
20:37:35,4.23
20:37:36,4.24
20:37:37,4.23
20:37:38,4.23
20:37:39,4.23
20:37:40,4.23
20:37:41,4.23
20:37:42,4.23
20:37:43,4.24
20:37:44,4.23
20:37:45,4.23
20:37:46,4.23
20:37:47,4.23
20:37:48,4.23
20:37:49,4.24
20:37:50,4.24
20:37:51,4.23
20:37:52,4.23
20:37:53,4.23
20:37:54,4.23
20:37:55,4.23
20:37:56,4.24
20:37:57,4.24
20:37:58,4.24
20:37:59,4.23
20:38:00,4.23
20:38:01,4.23
20:38:02,4.23
20:38:03,4.23
20:38:04,4.23
20:38:05,4.23
20:38:06,4.23
20:38:07,4.23
20:38:08,4.23
20:38:09,4.24
20:38:10,4.23
20:38:11,4.24
20:38:12,4.23
20:38:13,4.23
20:38:14,4.23
20:38:15,4.24
20:38:16,4.23
20:38:17,4.23
20:38:18,4.23
20:38:19,4.23
20:38:20,4.23
20:38:21,4.23
20:38:22,4.24
20:38:23,4.23
20:38:24,4.24
20:38:25,4.23
20:38:26,4.23
20:38:27,4.23
20:38:28,4.23
20:38:29,4.24
20:38:30,4.24
20:38:31,4.23
20:38:32,4.24
20:38:33,4.24
20:38:34,4.23
20:38:35,4.23
20:38:36,4.23
20:38:37,4.23
20:38:38,4.23
20:38:39,4.23
20:38:40,4.24
20:38:41,4.23
20:38:42,4.24
20:38:43,4.24
20:38:44,4.23
20:38:45,4.23
20:38:46,4.23
20:38:47,4.23
20:38:48,4.24
20:38:49,4.23
20:38:50,4.23
20:38:51,4.24
20:38:52,4.23
20:38:53,4.23
20:38:54,4.23
20:38:55,4.24
20:38:56,4.23
20:38:57,4.23
20:38:58,4.24
20:38:59,4.23
20:39:00,4.23
20:39:01,4.23
20:39:02,4.23
20:39:03,4.24
20:39:04,4.24
20:39:05,4.23
20:39:06,4.24
20:39:07,4.23
20:39:08,4.23
20:39:09,4.23
20:39:10,4.23
20:39:11,4.23
20:39:12,4.24
20:39:13,4.23
20:39:14,4.23
20:39:15,4.24
20:39:16,4.23
20:39:17,4.23
20:39:18,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.24
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.24
20:42:25,4.23
20:42:25,4.23
20:42:25,4.23
20:42:26,4.24
20:42:27,4.23
20:42:28,4.23
20:42:29,4.23
20:42:30,4.24
20:42:31,4.23
20:42:32,4.23
20:42:33,4.23
20:42:34,4.23
20:42:35,4.24
20:42:36,4.24
20:42:37,4.23
20:42:38,4.24
20:42:39,4.24
20:42:40,4.23
20:42:41,4.24
20:42:42,4.24
20:42:43,4.24
20:42:44,4.23
20:42:45,4.23
20:42:46,4.24
20:42:47,4.23
20:42:48,4.23
20:42:49,4.23
20:42:50,4.24
20:42:51,4.23
20:42:52,4.23
20:42:53,4.23
20:42:54,4.24
20:42:55,4.23
20:42:56,4.23
20:42:57,4.23
20:42:58,4.23
20:42:59,4.23
20:43:00,4.24
20:43:01,4.23
20:43:02,4.23
20:43:03,4.23
20:43:04,4.23
20:43:05,4.23
20:43:06,4.24
20:43:07,4.23
20:43:08,4.24
20:43:09,4.23
20:43:10,4.24
20:43:11,4.23
20:43:12,4.24
20:43:13,4.23
20:43:14,4.24
20:43:15,4.23
20:43:16,4.23
20:43:17,4.23
20:43:18,4.24
20:43:19,4.23
20:43:20,4.23
20:43:21,4.23
20:43:22,4.23
20:43:23,4.23
20:43:24,4.24
20:43:25,4.23
20:43:26,4.23
20:43:27,4.23
20:43:28,4.23
20:43:29,4.24
20:43:30,4.23
20:43:31,4.23
20:43:32,4.23
20:43:33,4.24
20:43:34,4.24
20:43:35,4.23
20:43:36,4.23
20:43:37,4.23
20:43:38,4.23
20:43:39,4.23
20:43:40,4.23
20:43:41,4.24
20:43:42,4.23
20:43:43,4.23
20:43:44,4.23
20:43:45,4.23
20:43:46,4.23
20:43:47,4.24
20:43:48,4.23
20:43:49,4.23
20:43:50,4.23
20:43:51,4.23
20:43:52,4.23
20:43:53,4.24
20:43:54,4.23
20:43:55,4.24
20:43:56,4.24
20:43:57,4.24
20:43:58,4.24
20:43:59,4.23
20:44:00,4.23
20:44:01,4.23
20:44:02,4.23
20:44:03,4.23
20:44:04,4.24
20:44:04,
